MLARC.PA,Arcoa,1,1,0.1
ALRIC.PA,Richel Serres De France,1,1,0.1
GND.PA,Norbert Dentressangle SA,1,1,0.1
MLINF.PA,Informatis Technology System,1,1,0.1
MLPFX.PA,Parfex SA,1,1,0.1
CTRG.PA,Catering International serv,1,1,0.1
DEQN.PA,Crosswood S.A.,1,1,0.1
ALOCT.PA,Octo Technology SA,1,1,0.1
ALDLS.PA,D.L.S.I.,1,1,0.1
MLVER.PA,Verney-Carron SA,1,1,0.1
ALPRI.PA,Press Index,1,1,0.1
TOU.PA,Toupargel Groupe,1,1,0.1
ALMIL.PA,1000mercis,1,1,0.1
CYB.PA,Cybergun SA,1,1,0.1
SELER.PA,Selectirente,1,1,0.1
BH.PA,Bongrain SA,1,1,0.1
MLFST.PA,TechnoFirst SA,1,1,0.1
INN.PA,Innelec Multimedia SA,1,1,0.1
MLFER.PA,Ferco Developpement,1,1,0.1
CFDR.PA,Cofidur SA,1,1,0.1
MLMOB.PA,MOBILEGOV FCE,1,1,0.1
ALP.PA,Adl Partner,1,1,0.1
ALTVO.PA,Evolis,1,1,0.1
MLGLX.PA,AGRIVOLT,1,1,0.1
ALIPS.PA,IPSOGEN,1,1,0.1
MLEO2.PA,EO2,1,1,0.1
BLEE.PA,BLEECKER,1,1,0.1
BAIN.PA,Bains de mer & Monaco,1,1,0.1
RICOP.PA,RICOH,1,1,0.1
CRAP.PA,Cred Ag Alpes Provence,1,1,0.1
RGR.PA,Rougier SA,1,1,0.1
HDP.PA,Les Hotels De Paris,1,1,0.1
JCQ.PA,Jacquet Metals SA,1,1,0.1
MLPGO.PA,P.G.O. Automobiles,1,1,0.1
CAF.PA,Cred Ag Ile De France,1,1,0.1
ALFRE.PA,Freelance.Com,1,1,0.1
GPE.PA,GPE Groupe Pizzorno Environnement,1,1,0.1
LCO.PA,Solucom SA,1,1,0.1
MLFCI.PA,F.C.I,1,1,0.1
JEAN.PA,Advini S.A.,1,1,0.1
EME.PA,Emme Interactive,1,1,0.1
GAIL.PA,BLEECKER,1,1,0.1
CMO.PA,Cred Ag Du Morbihan,1,1,0.1
IDSU.PA,Idsud SA,1,1,0.1
PSAT.PA,Passat SA,1,1,0.1
MLSIM.PA,Simo International SA,1,1,0.1
MLNEW.PA,Newtech Interactive SA,1,1,0.1
GID.PA,Egide SA,1,1,0.1
ALECT.PA,ECT Industries SA,1,1,0.1
PVL.PA,Plastiques du Val de Loire SA,1,1,0.1
AUGR.PA,Augros Cosmetic Packaging,1,1,0.1
LD.PA,Locindus SA,1,1,0.1
RE.PA,Colas SA,1,1,0.1
KEYYO.PA,Keyyo S.A.,1,1,0.1
ALAQU.PA,Aquila SA,1,1,0.1
MLPBJ.PA,MPBJ N.,1,1,0.1
ALHVS.PA,Harvest,1,1,0.1
ALSIM.PA,Assima Ltd.,1,1,0.1
OSI.PA,Ausy SA,1,1,0.1
MLFAC.PA,FACILASOL GROUP,1,1,0.1
ALNOR.PA,Normaction,1,1,0.1
SFT.PA,Soft Computing SA,1,1,0.1
EC.PA,Total Gabon,1,1,0.1
MLCOU.PA,COURBET N,1,1,0.1
MLCOR.PA,Corep Lighting,1,1,0.1
MLPAC.PA,Pacte Novation,1,1,0.1
ALVDM.PA,Voyageurs du Monde,1,1,0.1
AGTA.PA,Agta Record,1,1,0.1
CC.PA,CIC,1,1,0.1
ALHIT.PA,Hitechpros,1,1,0.1
OXYM.PA,Oxymetal SA,1,1,0.1
MLACR.PA,ACROPOLIS TELECOM,1,1,0.1
